"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Advances Classified By Securities/ Borrowers","30-Apr-2022","TS_GP_BAM_ADVBYBOR_M.ABS0012400",". Grand total","10278.97426","Billion PKR","Normal","","133","Outstanding Advances Of All Banks - Grand Total"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000100",". FOREIGN CONSTITUENTS","1.338624","Billion PKR","Normal","","10","Outstanding Advances Of All Banks To Foreign Constituents"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000200",". DOMESTIC CONSTITUENTS","10001.12846","Billion PKR","Normal","","11","Outstanding Advances Of All Banks To Domestic Constituents"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000300","....... GOVERNMENT","917.108901","Billion PKR","Normal","","12","Outstanding Advances Of All Banks To Government"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000400","....... NON-FINANCIAL PUBLIC SECTOR ENTERPRISES (NFPSE)","1259.417325","Billion PKR","Normal","","13","Outstanding Advances Of All Banks To Non-Financial Public Sector Enterprises (NFPSEs)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000500","....... NON-BANK FINANCIAL INSTITUTIONS (NBFIs)","157.584723","Billion PKR","Normal","","14","Outstanding Advances Of All Banks To Non-Bank Financial Institutions (NBFIs)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000600","....... PRIVATE SECTOR (BUSINESS)","6591.881797","Billion PKR","Normal","","15","Outstanding Advances Of All Banks To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000700","............. GOLD BULLION, GOLD, AND SILVER ORNAMENTS, PRECIOUS METALS","85.293667","Billion PKR","Normal","","16","Outstanding Advances Of All Banks Against Gold Bullion, Gold, And Silver Ornaments, Precious Metals - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000800","............. SECURITIES, SHARES AND OTHER FINANCIAL INSTRUMENTS","93.5453","Billion PKR","Normal","","17","Outstanding Advances Of All Banks Against Securities, Shares And Other Financial Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0000900","................... Quoted On Stock Exchange","46.45235","Billion PKR","Normal","","18","Outstanding Advances Of All Banks Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001000","......................... To Stock Brokers And Dealers","15.97307","Billion PKR","Normal","","19","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001100","............................... Government And Others Trustee Securities",".971111","Billion PKR","Normal","","20","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001200","............................... Shares and Debentures","14.901711","Billion PKR","Normal","","21","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001300","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","22","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001400","............................... Others",".100248","Billion PKR","Normal","","23","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001500","......................... To Others","30.47928","Billion PKR","Normal","","24","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001600","............................... Government and Other Trustee Securities",".578492","Billion PKR","Normal","","25","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2022","TS_GP_BAM_ADVBYBOR_M.ABS0001700","............................... Shares And Debentures","18.433504","Billion PKR","Normal","","26","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
