"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000800","............. SECURITIES, SHARES AND OTHER FINANCIAL INSTRUMENTS","49.067514","Billion PKR","Normal","","17","Outstanding Advances Of All Banks Against Securities, Shares And Other Financial Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0000900","................... Quoted On Stock Exchange","33.918044","Billion PKR","Normal","","18","Outstanding Advances Of All Banks Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001000","......................... To Stock Brokers And Dealers","17.000314","Billion PKR","Normal","","19","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001100","............................... Government And Others Trustee Securities",".772344","Billion PKR","Normal","","20","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001200","............................... Shares and Debentures","16.116754","Billion PKR","Normal","","21","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001300","............................... Participation Term Certificates (PTC)","0","Billion PKR","Normal","","22","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001400","............................... Others",".111216","Billion PKR","Normal","","23","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001500","......................... To Others","16.91773","Billion PKR","Normal","","24","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001600","............................... Government and Other Trustee Securities",".16202","Billion PKR","Normal","","25","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001700","............................... Shares And Debentures","15.863738","Billion PKR","Normal","","26","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001800","............................... Participation Term Certificates (PTC)",".014353","Billion PKR","Normal","","27","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0001900","............................... Others",".877619","Billion PKR","Normal","","28","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Quoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002000","................... Unquoted On The Stock Exchange","15.14947","Billion PKR","Normal","","29","Outstanding Advances Of All Banks Against Securities Unquoted On Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002100","......................... To Stock Brokers And Dealers","7.21987","Billion PKR","Normal","","30","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002200","............................... Government and Other Trustee Securities",".00038","Billion PKR","Normal","","31","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002300","............................... Shares and Debentures","7.15751","Billion PKR","Normal","","32","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Shares And Debentures Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002400","............................... Participation Term Certificates (PTC)",".0095","Billion PKR","Normal","","33","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002500","............................... Others",".05248","Billion PKR","Normal","","34","Outstanding Advances Of All Banks To Stock Brokers And Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002600","......................... To Others","7.9296","Billion PKR","Normal","","35","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002700","............................... Government and Other Trustee Securities","5.008552","Billion PKR","Normal","","36","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Government and Other Trustee Securities Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002800","............................... Shares and Debentures","1.900766","Billion PKR","Normal","","37","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Shares And Debentures Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0002900","............................... Participation Term Certificates (PTC)",".784798","Billion PKR","Normal","","38","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003000","............................... Others",".235484","Billion PKR","Normal","","39","Outstanding Advances Of All Banks To Borrowers Other than Stock Brokers and Dealers Against Securities Other than Govt Trustee Securities, Shares & Debentures and PTCs Unquoted on Stock Exchange - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003100","............. MERCHANDISE","1595.513004","Billion PKR","Normal","","40","Outstanding Advances Of All Banks Against Merchandise - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003200","................... Food Items","304.245655","Billion PKR","Normal","","41","Outstanding Advances Of All Banks Against Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003300","......................... Wheat","31.354952","Billion PKR","Normal","","42","Outstanding Advances Of All Banks Against Wheat - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003400","......................... Rice and Paddy","69.200531","Billion PKR","Normal","","43","Outstanding Advances Of All Banks Against Rice And Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003500","......................... Other Grains and Pulses","4.328285","Billion PKR","Normal","","44","Outstanding Advances Of All Banks Against Grains And Pulses other than Wheat and Rice & Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003600","............................... Indigenous","3.313594","Billion PKR","Normal","","45","Outstanding Advances Of All Banks Against Indigenous Grains And Pulses other than Wheat and Rice & Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003700","............................... Imported","1.014691","Billion PKR","Normal","","46","Outstanding Advances Of All Banks Against Imported Grains And Pulses other than Wheat and Rice & Paddy - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003800","......................... Edible Oils","45.867198","Billion PKR","Normal","","47","Outstanding Advances Of All Banks Against Edible Oils - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0003900","............................... Indigenous","32.70372","Billion PKR","Normal","","48","Outstanding Advances Of All Banks Against Indigenous Edible Oils - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004000","............................... Imported","13.163478","Billion PKR","Normal","","49","Outstanding Advances Of All Banks Against Imported Edible Oils - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004100","......................... Sugar","74.979026","Billion PKR","Normal","","50","Outstanding Advances Of All Banks Against Sugar - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004200","............................... Indigenous","68.104909","Billion PKR","Normal","","51","Outstanding Advances Of All Banks Against Indigenous Sugar - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004300","............................... Imported","6.874117","Billion PKR","Normal","","52","Outstanding Advances Of All Banks Against Imported Sugar - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004400","......................... Kariana and Spices","4.012268","Billion PKR","Normal","","53","Outstanding Advances Of All Banks Against Kariana And Spices - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004500","......................... Fish and Fish Preparations",".225572","Billion PKR","Normal","","54","Outstanding Advances Of All Banks Against Fish And Fish Preparations - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004600","......................... Other Food Items","74.277823","Billion PKR","Normal","","55","Outstanding Advances Of All Banks Against Other Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004700","............................... Indigenous","73.629063","Billion PKR","Normal","","56","Outstanding Advances Of All Banks Against Indigenous Other Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004800","............................... Imported",".64876","Billion PKR","Normal","","57","Outstanding Advances Of All Banks Against Imported Other Food Items - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0004900","................... Raw Materials","543.180046","Billion PKR","Normal","","58","Outstanding Advances Of All Banks Against Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005000","......................... Cotton Raw","121.822144","Billion PKR","Normal","","59","Outstanding Advances Of All Banks Against Cotton Raw - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005100","............................... Indigenous","99.22546","Billion PKR","Normal","","60","Outstanding Advances Of All Banks Against Indigenous Raw Cotton - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005200","............................... Imported","22.596684","Billion PKR","Normal","","61","Outstanding Advances Of All Banks Against Imported Raw Cotton - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005300","......................... Synthetic Fibers","18.449031","Billion PKR","Normal","","62","Outstanding Advances Of All Banks Against Synthetic Fibers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005400","............................... Indigenous","16.106568","Billion PKR","Normal","","63","Outstanding Advances Of All Banks Against Indigenous Synthetic Fibers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005500","............................... Imported","2.342463","Billion PKR","Normal","","64","Outstanding Advances Of All Banks Against Imported Synthetic Fibers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005600","......................... Fertilizers","78.085232","Billion PKR","Normal","","65","Outstanding Advances Of All Banks Against Fertilizers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005700","............................... Indigenous","65.81241","Billion PKR","Normal","","66","Outstanding Advances Of All Banks Against Indigenous Fertilizers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005800","............................... Imported","12.272822","Billion PKR","Normal","","67","Outstanding Advances Of All Banks Against Imported Fertilizers - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0005900","......................... Petroleum Crude","89.171664","Billion PKR","Normal","","68","Outstanding Advances Of All Banks Against Petroleum Crude - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006000","............................... Indigenous","74.688779","Billion PKR","Normal","","69","Outstanding Advances Of All Banks Against Indigenous Crude Petroleum - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006100","............................... Imported","14.482885","Billion PKR","Normal","","70","Outstanding Advances Of All Banks Against Imported Crude Petroleum - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006200","......................... Iron and Steel","98.28528","Billion PKR","Normal","","71","Outstanding Advances Of All Banks Against Iron And Steel - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006300","............................... Indigenous","51.909937","Billion PKR","Normal","","72","Outstanding Advances Of All Banks Against Indigenous Iron And Steel - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006400","............................... Imported","46.375343","Billion PKR","Normal","","73","Outstanding Advances Of All Banks Against Imported Iron And Steel - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006500","......................... Wool and Goat Hair",".007465","Billion PKR","Normal","","74","Outstanding Advances Of All Banks Against Wool And Goat Hair - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006600","......................... Hides and Skins","2.714154","Billion PKR","Normal","","75","Outstanding Advances Of All Banks Against Hides And Skins - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006700","......................... Oil Seeds","9.848354","Billion PKR","Normal","","76","Outstanding Advances Of All Banks Against Oil Seeds - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006800","......................... Pesticides and Insecticides","3.138881","Billion PKR","Normal","","77","Outstanding Advances Of All Banks Against Pesticides And Insecticides - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0006900","............................... Indigenous","3.092651","Billion PKR","Normal","","78","Outstanding Advances Of All Banks Against Indigenous Pesticides And Insecticides - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007000","............................... Imported",".04623","Billion PKR","Normal","","79","Outstanding Advances Of All Banks Against Imported Pesticides And Insecticides - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007100","......................... Other Raw Materials","121.657841","Billion PKR","Normal","","80","Outstanding Advances Of All Banks Against Other Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007200","............................... Indigenous","107.755312","Billion PKR","Normal","","81","Outstanding Advances Of All Banks Against Other Indigenous Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007300","............................... Imported","13.902529","Billion PKR","Normal","","82","Outstanding Advances Of All Banks Against Other Imported Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007400","................... Finished / Manufactured Goods","748.087303","Billion PKR","Normal","","83","Outstanding Advances Of All Banks Against Finished / Manufactured Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007500","......................... Cotton Textiles","118.164456","Billion PKR","Normal","","84","Outstanding Advances Of All Banks Against Cotton Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007600","............................... Indigenous","110.514104","Billion PKR","Normal","","85","Outstanding Advances Of All Banks Against Indigenous Cotton Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007700","............................... Imported","7.650352","Billion PKR","Normal","","86","Outstanding Advances Of All Banks Against Imported Cotton Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007800","......................... Cotton Yarn","87.229276","Billion PKR","Normal","","87","Outstanding Advances Of All Banks Against Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0007900","............................... Indigenous","81.971386999999993","Billion PKR","Normal","","88","Outstanding Advances Of All Banks Against Indigenous Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008000","............................... Imported","5.257889","Billion PKR","Normal","","89","Outstanding Advances Of All Banks Against Imported Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008100","......................... Other Textiles","125.949859","Billion PKR","Normal","","90","Outstanding Advances Of All Banks Against Other Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008200","............................... Indigenous","122.697173","Billion PKR","Normal","","91","Outstanding Advances Of All Banks Against Other Indigenous Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008300","............................... Imported","3.252686","Billion PKR","Normal","","92","Outstanding Advances Of All Banks Against Other Imported Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008400","......................... Machinery","38.237389","Billion PKR","Normal","","93","Outstanding Advances Of All Banks Against Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008500","............................... Locally Manufactured","18.065357","Billion PKR","Normal","","94","Outstanding Advances Of All Banks Against Locally Manufactured Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008600","............................... Imported","20.172032","Billion PKR","Normal","","95","Outstanding Advances Of All Banks Against Imported Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008700","......................... Handloom Products",".14949","Billion PKR","Normal","","96","Outstanding Advances Of All Banks Against Handloom Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008800","......................... Carpets and Rugs","1.617379","Billion PKR","Normal","","97","Outstanding Advances Of All Banks Against Carpets And Rugs - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0008900","......................... Readymade Garments","41.429284","Billion PKR","Normal","","98","Outstanding Advances Of All Banks Against Readymade Garments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009000","......................... Cement and Cement Products","94.635465","Billion PKR","Normal","","99","Outstanding Advances Of All Banks Against Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009100","............................... Indigenous","93.360113","Billion PKR","Normal","","100","Outstanding Advances Of All Banks Against Indigenous Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009200","............................... Imported","1.275352","Billion PKR","Normal","","101","Outstanding Advances Of All Banks Against Imported Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009300","......................... Sports Goods",".823979","Billion PKR","Normal","","102","Outstanding Advances Of All Banks Against Sports Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009400","......................... Surgical Instruments","5.836281","Billion PKR","Normal","","103","Outstanding Advances Of All Banks Against Surgical Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009500","......................... Chemicals and Dyes","39.070351","Billion PKR","Normal","","104","Outstanding Advances Of All Banks Against Chemicals And Dyes - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009600","......................... Other Finished Goods","194.944094","Billion PKR","Normal","","105","Outstanding Advances Of All Banks Against Other Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009700","............................... Indigenous","182.270882","Billion PKR","Normal","","106","Outstanding Advances Of All Banks Against Other Indigenous Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009800","............................... Imported","12.673212","Billion PKR","Normal","","107","Outstanding Advances Of All Banks Against Other Imported Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0009900","............. FIXED ASSETS","881.205056","Billion PKR","Normal","","108","Outstanding Advances Of All Banks Against Fixed Assets - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010000","................... Transport equipment","288.769243","Billion PKR","Normal","","109","Outstanding Advances Of All Banks Against Transport Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010100","................... Furniture & Fixtures","11.405962","Billion PKR","Normal","","110","Outstanding Advances Of All Banks Against Furniture & Fixtures - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010200","................... Office equipment","53.557567","Billion PKR","Normal","","111","Outstanding Advances Of All Banks Against Office Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010300","................... Other machinery & equipment","527.472284","Billion PKR","Normal","","112","Outstanding Advances Of All Banks Against Other Machinery & Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010400","............. REAL ESTATE","962.035655","Billion PKR","Normal","","113","Outstanding Advances Of All Banks Against Real Estate - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010500","................... Land","491.830946","Billion PKR","Normal","","114","Outstanding Advances Of All Banks Against Land - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010600","................... Buildings","470.204709","Billion PKR","Normal","","115","Outstanding Advances Of All Banks Against Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010700","......................... Residential","166.124541","Billion PKR","Normal","","116","Outstanding Advances Of All Banks Against Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010800","......................... Non-Residential","304.080168","Billion PKR","Normal","","117","Outstanding Advances Of All Banks Against Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0010900","............................... Commercial","193.640588","Billion PKR","Normal","","118","Outstanding Advances Of All Banks Against Commercial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011000","............................... Industrial","64.974595","Billion PKR","Normal","","119","Outstanding Advances Of All Banks Against Industrial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011100","............................... Other","45.464985","Billion PKR","Normal","","120","Outstanding Advances Of All Banks Against Other than commercial and industrial Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011200","............. AGAINST FIXED DEPOSITS AND INSURANCE POLICIES","316.704131","Billion PKR","Normal","","121","Outstanding Advances Of All Banks Against Fixed Deposits And Insurance Policies - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Oct-2020","TS_GP_BAM_ADVBYBOR_M.ABS0011300","................... Bank Deposits","311.077851","Billion PKR","Normal","","122","Outstanding Advances Of All Banks Against Bank Deposits - To Private Sector (Business)"
